FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,geometry,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-2cd0,2029,104362,2007-07-24,,,,,,,10046563,90001,1,AT92301,23160004,10023103,,23,8012,,,,25635759,d,definitiv,2008-12-10,0, ,10.88000011,-5952.98,333364.61,H, ,Normal,Zemlinskygasse 57,, ,,57,57,Zemlinskygasse,236480046,10204835,10005327,,,,57,,57.0,2.0,1230,5437,5437,,POINT (48.13870457047774 16.25215393645851),5437002029,1.0,G  ,,,,,AT92301,0,1,23,25140589,2008-12-10,0, ,24.0,-5959.56,333371.58,
ADRESSENOGD.fid-705841fe_17da459ca88_6ccb,4009,55590,2007-07-24,,,,,,,10023577,90001,1,AT91801,18047002,10018386,,18,8012,,,,25555469,d,definitiv,2008-12-10,0, ,76.19999695,-620.35,343579.05,H, ,Normal,Alsegger Straße 25,, ,,25,25,Alsegger Straße,236380253,10137098,10000083,,,,25,,25.0,2.0,1180,87,87,,POINT (48.23059567211408 16.3237825242275),87004009,1.0,G  ,,,,,AT91801,0,1,18,25144886,2008-12-10,0, ,77.03,-610.31,343590.02,
ADRESSENOGD.fid--6deaaebc_17da472a163_3855,1009,177882,2019-12-03,,,,,,,10051657,90001,1,AT91401,14051007,10016364,,14,8012,57,,57.0,25532593,d,definitiv,2008-12-10,10,Parz.,77.38999939,-2919.85,340313.0,I, ,Normal,KLG Am Ameisbach Gr. D Parz. 57,, Parz. 57,Parz. 57,D,D Parz. 57,KLG Am Ameisbach Gr.,236586655,25776441,44733933,,,,D,D,,,1140,90119,12074,,POINT (48.20121592327215 16.29285531867238),12074001009,,TB ,,,,,AT91401,0,1,14,25776399,2019-12-03,0, ,351.39,-2846.17,340292.6,
ADRESSENOGD.fid-705841fe_17da459ca88_55c0,2519,184203,2007-07-24,,,,,,,10444315,90001,1,AT91701,17052029,10018072,,17,8012,15,,15.0,25571058,d,definitiv,2008-12-10,10,Parz.,72.37999725,-3788.62,343523.83,H, ,Normal,Trenkwaldgasse 57/PARZ. 15,, Parz. 15,Parz. 15,57,57/PARZ. 15,Trenkwaldgasse,236501423,10399355,10004847,,,,57,,57.0,2.0,1170,4948,4948,,POINT (48.23008658008989 16.28113718842703),4948002519,1.0,G  ,,,,,AT91701,0,1,17,25138530,2008-12-10,0, ,72.38,-3709.88,343549.81,
ADRESSENOGD.fid-705841fe_17da474b376_-2c93,1009,99732,2007-07-24,,,,,,,10037773,90001,1,AT92201,22260028,10021929,,22,8012,,,,25599112,d,definitiv,2008-12-10,0, ,338.32998657,9003.06,340809.25,H, ,Normal,Naufahrtweg 3,, ,,3,3,Naufahrtweg,236543781,10198794,10003274,,,,3,,3.0,2.0,1220,3346,3346,,POINT (48.20562729324769 16.4532595939477),3346001009,1.0,G  ,,,,,AT92201,0,1,22,25098571,2008-12-10,0, ,347.2,8995.41,340797.27,
ADRESSENOGD.fid--6deaaebc_17da472a163_-6c94,6009,26307,2007-07-24,,,,,,,10033795,90001,1,AT91201,12027002,10015067,,12,8012,2,,2.0,25523378,d,definitiv,2008-12-10,3,Stg.,-71.04000092,640.47,337664.71,I, ,Normal,Karl-Löwe-Gasse 17/2,, Stg. 2,Stg. 2,17,17/2,Karl-Löwe-Gasse,236455849,10093854,10002316,,,,17,,17.0,2.0,1120,2375,2375,,POINT (48.17740724279302 16.34074876315339),2375006009,1.0,G  ,208429.0,,,,AT91201,0,1,12,25081249,2008-12-10,0, ,23.7,529.46,337689.41,
ADRESSENOGD.fid-705841fe_17da473f28d_-730a,2019,223740,2010-03-08,,,,,,,10443489,90001,1,AT91901,19054017,10463617,,19,8012,1,,1.0,25690633,d,definitiv,2010-03-08,2,/,0.92000002,1936.22,345312.43,H, ,Normal,Gallmeyergasse 5A/1,,/1,/1,5A,5A/1,Gallmeyergasse,236385952,10463621,10001344,,,,5A,A,5.0,2.0,1190,1387,1387,,POINT (48.24618278431997 16.3582013772613),1387002019,,G  ,,,,,AT91901,0,1,19,25690630,2009-01-29,0, ,0.92,1968.95,345296.52,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-4539,10539,236907,2016-12-02,,,,,,,10470198,90001,1,AT92301,23043020,10389849,,23,8012,1,,1.0,25734426,d,definitiv,2016-12-02,2,/,13.5,-1318.38,333189.96,H, ,Normal,Perfektastraße 58/1,,/1,/1,58,58/1,Perfektastraße,236395376,25734491,10003541,,,,58,,58.0,2.0,1230,3620,3620,,POINT (48.13716251993583 16.31442628024516),3620010539,,G  ,,,,,AT92301,0,1,23,25734454,2014-02-24,0, ,13.5,-1318.58,333181.13,
ADRESSENOGD.fid--6deaaebc_17da472a163_-5fdf,1019,29400,2014-09-03,,,,,,,18995408,90001,1,AT91201,12106007,10015412,,12,8012,,,,25508819,d,definitiv,2011-05-19,0, ,8.59000015,-857.62,335383.05,H, ,Normal,Jungnickelweg 4,, ,,4,4,Jungnickelweg,236510062,10098652,10005671,,,,4,,4.0,2.0,1120,5814,5814,,POINT (48.15688666986483 16.32061107459504),5814001019,1.0,G  ,,,,,AT91201,0,1,12,25124415,2014-09-03,0, ,10.05,-852.22,335377.03,
ADRESSENOGD.fid-705841fe_17da473f28d_5ce4,2501,123864,2007-07-24,,,,,,,10444361,90001,1,AT92101,21290001,10020610,,21,8012,170,,170.0,25646439,d,definitiv,2008-12-10,10,Parz.,71.19000244,4326.5,349366.26,I, ,Normal,Winkeläckerweg 3/PARZ. 170,, Parz. 170,Parz. 170,3,3/PARZ. 170,Winkeläckerweg,236643532,10454642,10006845,,,,3,,3.0,2.0,1210,9494,9494,,POINT (48.2826287306772 16.39042369817886),9494002501,1.0,G  ,,,,,AT92101,0,1,21,25696468,2009-07-09,0, ,71.19,4552.54,349088.5,
ADRESSENOGD.fid-705841fe_17da473f28d_5360,3009,65465,2007-07-24,,,,,,,10039912,90001,1,AT92101,21261011,10020508,,21,8012,,,,25566791,d,definitiv,2008-12-10,0, ,336.8999939,5697.85,345912.23,H, ,Normal,Rautenkranzgasse 30,, ,,30,30,Rautenkranzgasse,236652511,10152565,10003790,,,,30,,30.0,2.0,1210,3871,3871,,POINT (48.25155601648603 16.40885712791048),3871003009,2.0,G  ,,,,,AT92101,0,1,21,25063212,2008-12-10,0, ,336.91,5694.78,345915.39,
ADRESSENOGD.fid--6deaaebc_17da472a163_-570c,2009,29344,2007-07-24,,,,,,,10043350,90001,1,AT91201,12101004,10015375,,12,8012,,,,25630126,d,definitiv,2008-12-10,0, ,61.06999969,-869.3,336366.21,H, ,Normal,Stegmayergasse 59,, ,,59,59,Stegmayergasse,236591371,10098578,10004575,,,,59,,59.0,2.0,1120,4674,4674,,POINT (48.16572849486352 16.32045138880905),4674002009,1.0,G  ,,,,,AT91201,0,1,12,25112642,2008-12-10,0, ,60.99,-874.21,336368.77,
ADRESSENOGD.fid-705841fe_17da474b376_-3045,3009,76436,2007-07-24,,,,,,,10043941,90001,1,AT92201,22251009,10021891,,22,8012,,,,25514779,d,definitiv,2008-12-10,0, ,320.67999268,9633.53,341615.16,I, ,Normal,Tamariskengasse 12,, ,,12,12,Tamariskengasse,236512018,10167884,10004726,,,,12,,12.0,2.0,1220,4827,4827,,POINT (48.21286604556276 16.46175949187116),4827003009,2.0,G  ,,,,,AT92201,0,1,22,25044721,2008-12-10,0, ,47.62,9635.31,341650.38,
ADRESSENOGD.fid-705841fe_17da473f28d_6e54,3009,78423,2007-07-24,,,,,,,10030710,90001,1,AT92201,22290037,10022181,,22,8012,,,,25610443,d,definitiv,2008-12-10,0, ,339.76000977,15320.55,341728.08,H, ,Normal,Hadrawagasse 49,, ,,49,49,Hadrawagasse,236390407,10170259,10001665,,,,49,,49.0,2.0,1220,1714,1714,,POINT (48.21377247120248 16.53828568261215),1714003009,1.0,G  ,,,,,AT92201,0,1,22,25032103,2008-12-10,0, ,339.92,15327.15,341721.18,
ADRESSENOGD.fid--6deaaebc_17da472a163_-546,3019,134214,2019-06-27,,,,,,,20021782,90001,1,AT91401,14120061,10016830,,14,8012,,,,25639499,d,definitiv,2008-12-10,0, ,30.37999916,-8539.51,345511.56,H, ,Normal,Hainbachgasse 29,, ,,29,29,Hainbachgasse,236372283,10241427,10007060,,,,29,,29.0,2.0,1140,9742,9742,,POINT (48.24791417102573 16.21714805218067),9742003019,1.0,G  ,,,,,AT91401,0,1,14,25067534,2019-06-27,0, ,33.2,-8540.8,345508.45,
ADRESSENOGD.fid--6deaaebc_17da467791b_6823,2009,202638,2007-07-24,,,,,,,10047488,90001,1,AT91101,11101026,10358405,,11,8012,1,,1.0,25513343,d,definitiv,2008-12-10,2,/,273.44000244,10000.49,334682.67,H, ,Normal,Csokorgasse 21/1,,/1,/1,21,21/1,Csokorgasse,236459982,10321000,10005764,,,,21,,21.0,2.0,1110,5922,5922,,POINT (48.1505150130292 16.46653893946195),5922002009,2.0,G  ,214033.0,,,,AT91101,0,1,11,25069858,2008-12-10,0, ,89.91,10003.59,334685.14,
ADRESSENOGD.fid--6deaaebc_17da472a163_6e42,26009,48415,2007-07-24,,,,,,,10038571,90001,1,AT91601,16045001,10017468,,16,8012,5,,5.0,25598459,d,definitiv,2008-12-10,2,/,80.41999817,-1248.37,341556.83,I, ,Normal,Ottakringer Straße 149/5,,/5,/5,149,149/5,Ottakringer Straße,236418124,10126457,10003455,,,,149,,149.0,2.0,1160,3533,3533,,POINT (48.21240822751257 16.31533655100652),3533026009,1.0,G  ,210494.0,,,,AT91601,0,1,16,25131106,2008-12-10,0, ,351.13,-1245.87,341638.65,
ADRESSENOGD.fid--6deaaebc_17da467791b_6399,5019,23041,2011-11-29,,,,,,,18805729,90001,1,AT91101,11028009,19014645,,11,8012,2,,2.0,25642130,d,definitiv,2008-12-10,2,/,272.85998535,6553.31,337303.02,I, ,Normal,Mautner-Markhof-Gasse 64/2,,/2,/2,64,64/2,Mautner-Markhof-Gasse,236430028,10088824,10003062,,,,64,,64.0,2.0,1110,3133,3133,,POINT (48.17412378330195 16.42024966564792),3133005019,2.0,G  ,209754.0,,,,AT91101,0,1,11,25136144,2011-11-29,0, ,274.34,6543.34,337325.04,
ADRESSENOGD.fid-705841fe_17da474b376_-6f2d,3019,241484,2017-12-13,,,,,,,18887227,90001,1,AT92201,22081005,10021140,,22,8012,3,,3.0,25749537,d,definitiv,2017-12-13,2,/,347.42999268,8774.65,345704.53,H, ,Normal,Am langen Felde 40/3,,/3,/3,40,40/3,Am langen Felde,236441182,25749541,10000129,,,,40,,40.0,2.0,1220,137,137,,POINT (48.24965446664068 16.45028453424409),137003019,2.0,G  ,,,,,AT92201,0,1,22,25036431,2016-04-29,0, ,347.43,8786.67,345747.99,
ADRESSENOGD.fid-705841fe_17da473f28d_70a1,13509,163939,2019-10-25,,,,,,,10044033,90001,1,AT92201,22030028,10020814,,22,8012,13,,13.0,25596776,d,definitiv,2019-10-25,10,Parz.,0.0,14856.13,345761.17,H, ,Normal,Telephonweg 263 Parz. 13,, Parz. 13,Parz. 13,263,263 Parz. 13,Telephonweg,236395988,10473076,10004749,,,,263,,263.0,2.0,1220,4850,4850,,POINT (48.25005340190783 16.53217502355684),4850013509,1.0,G  ,226419.0,,,,AT92201,0,1,22,25696093,2010-04-09,0, ,0.0,14899.64,345768.74,
ADRESSENOGD.fid--6deaaebc_17da467791b_33,1009,15547,2007-07-24,,,,,,,10023725,90001,1,AT91001,10061001,10013714,6(KLOSTER),10,8012,,,,25524234,d,definitiv,2008-12-10,0, ,89.37000275,2695.22,338041.19,H, ,Normal,Alxingergasse 6(KLOSTER),, 6(KLOSTER),6(KLOSTER),6,6(KLOSTER),Alxingergasse,236412752,10076438,10000102,,,,6,,6.0,2.0,1100,106,106,,POINT (48.18078859723483 16.36837982531936),106001009,2.0,G  ,,,,,AT91001,0,1,10,25011340,2008-12-10,0, ,88.89,2697.01,338042.02,
ADRESSENOGD.fid-705841fe_17da473f28d_-637a,5009,60292,2007-07-24,,,,,,,10030193,90001,1,AT91901,19050002,10018732,,19,8012,4,,4.0,25604006,d,definitiv,2008-12-10,2,/,350.91000366,688.75,345614.07,I, ,Normal,Grinzinger Allee 19/4,,/4,/4,19,19/4,Grinzinger Allee,236471287,10143977,10001569,,,,19,,19.0,2.0,1190,1615,1615,,POINT (48.24889749583775 16.34140529053319),1615005009,1.0,G  ,206899.0,,,,AT91901,0,1,19,25135186,2008-12-10,0, ,280.35,709.94,345642.82,
ADRESSENOGD.fid--6deaaebc_17da467791b_-269f,3009,234793,2013-01-14,,,,,,,10037296,90001,1,AT90601,6030006,10012896,,6,8012,2,,2.0,25726139,d,definitiv,2013-01-14,2,/,297.92999268,740.85,339603.85,H, ,Normal,Millergasse 42-44/2,,/2,/2,42-44,42-44/2,Millergasse,236556455,25726141,10003143,,44.0,44,42,,42.0,2.0,1060,3215,3215,,POINT (48.19484636846806 16.34210050907457),3215003009,2.0,G  ,,,,,AT90601,0,1,6,25039478,2008-12-10,1,-,297.93,740.69,339591.06,
ADRESSENOGD.fid--6deaaebc_17da467791b_349f,16009,16852,2007-07-24,,,,,,,10040698,90001,1,AT91001,10070007,10013773,,10,8012,9,,9.0,25553034,d,definitiv,2008-12-10,2,/,85.01000214,2214.95,337413.42,H, ,Normal,Rotenhofgasse 80-84/9,,/9,/9,80-84,80-84/9,Rotenhofgasse,236550107,10079012,10003961,,84.0,84,80,,80.0,2.0,1100,4046,4046,,POINT (48.17514452458619 16.3619186790392),4046016009,2.0,G  ,219545.0,,,,AT91001,0,1,10,25016185,2008-12-10,1,-,353.98,2216.4,337396.04,
ADRESSENOGD.fid--6deaaebc_17da467791b_3914,11009,144010,2007-07-24,,,,,,,10034225,90001,1,AT91001,10170009,10014200,,10,8012,56,,56.0,25663679,d,definitiv,2008-12-10,6,Haus,352.94000244,7068.64,332641.79,H, ,Normal,Klederinger Straße 40(HAUS 56),, Haus 56,Haus 56,40,40(HAUS 56),Klederinger Straße,236572271,10255442,10002427,,,,40,,40.0,2.0,1100,2489,2489,,POINT (48.13219868898026 16.42710440900009),2489011009,2.0,G  ,,,,,AT91001,0,1,10,25104482,2008-12-10,0, ,349.06,7035.36,332534.29,
ADRESSENOGD.fid--6deaaebc_17da472a163_-5990,8009,27430,2007-07-24,,,,,,,10039886,90001,1,AT91201,12071001,10015265,,12,8012,15,,15.0,25612605,d,definitiv,2008-12-10,2,/,84.83999634,-842.66,337642.46,I, ,Normal,Ratschkygasse 49/15,,/15,/15,49,49/15,Ratschkygasse,236570966,10096092,10003784,,,,49,,49.0,2.0,1120,3865,3865,,POINT (48.17720621347153 16.32080609894192),3865008009,1.0,G  ,211044.0,,,,AT91201,0,1,12,25082048,2008-12-10,0, ,350.71,-805.43,337704.51,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-6ce1,21009,50526,2007-07-24,,,,,,,10046123,90001,1,AT91601,16090014,10017680,,16,8012,,,,25589018,d,definitiv,2008-12-10,0, ,325.44000244,-2621.52,342400.2,H, ,Normal,Wilhelminenstraße 184,, ,,184,184,Wilhelminenstraße,236652448,10129709,10005216,,,,184,,184.0,2.0,1160,5324,5324,,POINT (48.21998800071714 16.29685428223793),5324021009,2.0,G  ,,,,,AT91601,0,1,16,25046452,2008-12-10,0, ,343.78,-2618.92,342390.7,
ADRESSENOGD.fid--6deaaebc_17da472a163_465b,2009,42697,2007-07-24,,,,,,,10031223,90001,1,AT91401,14110029,10016624,,14,8012,,,,25609305,d,definitiv,2008-12-10,0, ,18.45999908,-6313.33,342229.74,H, ,Normal,Haspelmeistergasse 10,, ,,10,10,Haspelmeistergasse,236627237,10117433,10001776,,,,10,,10.0,2.0,1140,1827,1827,,POINT (48.21842731456908 16.24717436069644),1827002009,2.0,G  ,,,,,AT91401,0,1,14,25025975,2008-12-10,0, ,18.46,-6303.03,342214.37,
ADRESSENOGD.fid-705841fe_17da474b376_-d25,1019,212392,2007-07-24,,,,,,,20110179,90001,1,AT92201,22062020,10389755,,22,8012,,,,25526302,d,definitiv,2008-12-10,0, ,75.62999725,12639.18,344671.55,H, ,Normal,Stadlbreitener Anger 1,, ,,1,1,Stadlbreitener Anger,236574388,10403321,10008687,,,,1,,1.0,2.0,1220,12615,12615,,POINT (48.24030132255303 16.50229128256733),12615001019,1.0,G  ,,,,,AT92201,0,1,22,25129447,2021-10-29,0, ,76.03,12640.44,344666.59,
ADRESSENOGD.fid-705841fe_17da473f28d_-eaf,1019,70419,2007-07-24,,,,,,,10045159,90001,1,AT92101,21040028,10019630,,21,8012,,,,25636236,d,definitiv,2008-12-10,0, ,82.01000214,8363.87,349275.57,H, ,Normal,Wacholderweg 5,, ,,5,5,Wacholderweg,236453408,10159574,10005016,,,,5,,5.0,2.0,1210,5121,5121,,POINT (48.28177459851175 16.44482129282184),5121001019,1.0,G  ,,,,,AT92101,0,1,21,25077461,2008-12-10,0, ,83.62,8367.46,349282.56,
ADRESSENOGD.fid--6deaaebc_17da472a163_517d,3009,242565,2019-04-30,,,,,,,10044666,90001,1,AT91501,15046002,10017129,,15,8012,,,,25753021,i,in Bau,2019-04-30,0, ,298.07000732,256.2,338842.41,I, ,Normal,Ullmannstraße 19,, ,,19,19,Ullmannstraße,236410577,25758693,10004900,,,,19,,19.0,2.0,1150,5002,5002,,POINT (48.18799872436606 16.3355816025462),5002003009,1.0,G  ,,,,,AT91501,0,1,15,25082588,2008-12-10,0, ,41.01,235.25,338862.77,
ADRESSENOGD.fid-705841fe_17da473f28d_-3bcb,1009,108267,2007-07-24,,,,,,,10046090,90001,1,AT91901,19071012,10018896,,19,8012,,,,25635283,d,definitiv,2008-12-10,0, ,324.45999146,-264.72,345299.84,H, ,Normal,Wilhelm-Busch-Gasse 45,, ,,45,45,Wilhelm-Busch-Gasse,236644617,10209792,10005213,,,,45,,45.0,2.0,1190,5321,5321,,POINT (48.24607144803647 16.32856713176263),5321001009,1.0,G  ,,,,,AT91901,0,1,19,25046990,2008-12-10,0, ,327.1,-256.11,345307.36,
ADRESSENOGD.fid-705841fe_17da459ca88_7fc3,3509,236877,2014-02-19,,,,,,,10443529,90001,1,AT91801,18051032,10445250,,18,8012,,,,25734329,d,definitiv,2014-02-19,0, ,0.0,-1544.46,343866.15,H, ,Normal,Dürwaringstraße 83,, ,,83,83,Dürwaringstraße,236574476,25734330,10000909,,,,83,,83.0,2.0,1180,945,945,,POINT (48.233175617683 16.31134242600745),945003509,1.0,G  ,,,,,AT91801,0,1,18,25044181,2010-03-17,0, ,0.0,-1545.5,343868.21,
ADRESSENOGD.fid-705841fe_17da459ca88_2f2e,31009,3297,2007-07-24,,,,,,,10027907,90001,1,AT90201,2096002,10011900,,2,8012,19,,19.0,25517607,d,definitiv,2008-12-10,2,/,313.41000366,6558.53,341469.99,H, ,Normal,Engerthstraße 232-238/19,,/19,/19,232-238,232-238/19,Engerthstraße,236581830,10057364,10001027,,238.0,238,232,,232.0,2.0,1020,1064,1064,,POINT (48.21159826838642 16.42038125968561),1064031009,2.0,G  ,205934.0,,,,AT90201,0,1,2,25143241,2008-12-10,1,-,313.47,6322.87,341763.73,
ADRESSENOGD.fid--6deaaebc_17da472a163_-4665,3009,246720,2018-08-08,,,,,,,10030047,90001,1,AT91301,13112016,10016072,,13,8012,,,,25764247,g,geplant,2018-08-08,0, ,0.83999997,-4992.75,336195.38,H, ,Normal,Granichstaedtengasse 51,, ,,51,51,Granichstaedtengasse,236369230,25764248,10001531,,,,51,,51.0,2.0,1130,1576,1576,,POINT (48.16417120013277 16.26502065461873),1576003009,1.0,G  ,,,,,AT91301,0,1,13,25114618,2008-12-10,0, ,0.84,-4988.8,336204.21,
ADRESSENOGD.fid-705841fe_17da459ca88_11ed,1019,98239,2019-06-26,,,,,,,20045730,90001,1,AT90101,1032001,10011122,,1,8012,,,,25542106,d,definitiv,2008-12-10,0, ,339.19000244,2899.18,340610.37,H, ,Normal,Krugerstraße 6,, ,,6,6,Krugerstraße,236490814,10196375,10002612,,,,6,,6.0,2.0,1010,2678,2678,,POINT (48.20389305542587 16.37113826183225),2678001019,2.0,G  ,,,,,AT90101,0,1,1,25054490,2019-06-26,0, ,339.27,2899.64,340613.16,
ADRESSENOGD.fid-705841fe_17da474b376_-171f,5519,200517,2014-06-02,,8,,8.0,4.0,Block,10024711,90001,1,AT92201,22271035,10022074,,22,8012,5,,5.0,25646989,d,definitiv,2014-06-02,6,Haus,355.57000732,14167.84,340681.63,H, ,Normal,Auernheimergasse 47 Block 8 Haus 5,Block 8,Block 8 Haus 5,Haus 5,47,47 Block 8 Haus 5,Auernheimergasse,236553578,10318012,10000278,,,,47,,47.0,2.0,1220,289,289,,POINT (48.20438781342338 16.52274084902713),289005519,1.0,G  ,,,,,AT92201,0,1,22,25067628,2014-06-02,0, ,0.27,14133.16,340555.52,
ADRESSENOGD.fid-705841fe_17da474b376_-17ea,3019,74663,2007-07-24,,,,,,,10036520,90001,1,AT92201,22150016,10021497,,22,8012,,,,25670223,d,definitiv,2008-12-10,0, ,281.32000732,8163.93,344381.48,H, ,Normal,Magdeburgstraße 58,, ,,58,58,Magdeburgstraße,236551109,10165845,10002952,,,,58,,58.0,2.0,1220,3021,3021,,POINT (48.2377639587145 16.44203640649217),3021003019,2.0,G  ,,,,,AT92201,0,1,22,25095191,2008-12-10,0, ,279.29,8163.35,344376.85,
ADRESSENOGD.fid-705841fe_17da474b376_1f6,2009,245835,2019-12-10,,,,,,,10033444,90001,1,AT92201,22081005,10021140,,22,8012,1,,1.0,25762010,d,definitiv,2019-12-10,2,/,338.82998657,8509.93,345673.43,H, ,Normal,Kagraner Platz 11/1,,/1,/1,11,11/1,Kagraner Platz,236590587,25762013,10002250,,,,11,,11.0,1.0,1220,2309,2309,,POINT (48.24937824647343 16.44671934449118),2309002009,1.0,G  ,,,,,AT92201,0,1,22,25027338,2019-12-10,0, ,338.83,8508.74,345671.78,
ADRESSENOGD.fid-705841fe_17da474b376_-1d61,3009,254987,2021-10-08,,,,,,,10025211,90001,1,AT92201,22062009,10021017,,22,8012,,,,25789732,i,in Bau,2021-10-08,0, ,340.33999634,11888.15,344606.74,H, ,Normal,Benndorfgasse 11,, ,,11,11,Benndorfgasse,236558991,25789733,10000403,,,,11,,11.0,2.0,1220,417,417,,POINT (48.23973268904025 16.49217855261433),417003009,1.0,G  ,,,,,AT92201,0,1,22,25048206,2021-06-18,0, ,340.34,11881.06,344586.21,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-1c14,12009,41918,2012-10-16,,,,,,,10024248,90001,1,AT92301,23031001,10022454,,23,8012,304,,304.0,25622712,d,definitiv,2012-10-16,10,Parz.,3.94000006,-829.5,335052.25,H, ,Normal,Anton-Baumgartner-Straße 36 Parz. 304,, Parz. 304,Parz. 304,36,36 Parz. 304,Anton-Baumgartner-Straße,236509481,10116449,10000201,,,,36,,36.0,2.0,1230,212,212,,POINT (48.15391177083539 16.32098990598727),212012009,2.0,G  ,221878.0,,,,AT92301,0,1,23,25009355,2008-12-10,0, ,3.94,-759.2,334859.05,
ADRESSENOGD.fid-705841fe_17da473f28d_-65f3,1009,141673,2015-10-12,,,,,,,10042740,90001,0,AT91901,19101003,10019017,,19,8012,74,,74.0,25537763,d,definitiv,2015-10-12,10,Parz.,351.92001343,-2330.0,345669.89,H, ,Normal,Sillerstraße 74,, Parz. 74,Parz. 74,74,74,Sillerstraße,236458562,10250551,10004431,,,,74,,74.0,2.0,1190,4530,4530,,POINT (48.24939418139159 16.30075714545034),4530001009,2.0,K  ,,,,,AT91901,0,1,19,25132968,2008-12-10,0, ,351.71,-2330.58,345666.96,
ADRESSENOGD.fid--6deaaebc_17da472a163_10dd,1007,250469,2019-10-31,,,,,,,10039783,90001,1,AT91401,14080013,10016484,,14,8012,24,,24.0,25774622,d,definitiv,2019-10-31,10,Parz.,286.70999146,-3958.81,340752.73,H, ,Normal,Raimannstraße 5 Parz. 24,, Parz. 24,Parz. 24,5,5 Parz. 24,Raimannstraße,236449863,25774623,10003757,,,,5,,5.0,2.0,1140,3838,3838,,POINT (48.20516442062185 16.27887423412112),3838001007,1.0,G  ,,,,,AT91401,0,1,14,25127822,2015-04-09,0, ,286.71,-3814.03,340787.22,
ADRESSENOGD.fid--6deaaebc_17da467791b_57ba,1009,23030,2013-02-15,,,,,,,10034699,90001,1,AT91101,11028008,19014644,,11,8012,7,,7.0,25572573,d,definitiv,2008-12-10,2,/,9.56000042,6382.89,337280.81,H, ,Normal,Krausegasse 4-6/7,,/7,/7,4-6,4-6/7,Krausegasse,236370259,10088808,10002569,,6.0,6,4,,4.0,2.0,1110,2635,2635,,POINT (48.17392569677973 16.41795796515806),2635001009,2.0,G  ,208810.0,,,,AT91101,0,1,11,25109527,2013-02-15,1,-,12.59,6383.86,337329.02,
ADRESSENOGD.fid-705841fe_17da473f28d_-6659,529,165655,2010-05-17,,,,,,,18791046,90001,1,AT91901,19102016,10019040,,19,8012,28,,28.0,25667882,d,definitiv,2008-12-10,10,Parz.,333.04000854,-1136.11,345868.16,H, ,Normal,Ährengrubenweg 26 Parz. 28,, Parz. 28,Parz. 28,26,26 Parz. 28,Ährengrubenweg,236456495,10282313,10008529,,,,26,,26.0,2.0,1190,12453,12453,,POINT (48.25118106825029 16.31683249641797),12453000529,2.0,G  ,,,,,AT91901,0,1,19,25013950,2010-05-17,0, ,331.05,-1162.76,345816.96,
ADRESSENOGD.fid-705841fe_17da473f28d_-43b7,3009,58637,2007-07-24,,,,,,,10030889,90001,1,AT91901,19026002,10018634,,19,8012,4,,4.0,25676851,d,definitiv,2008-12-10,2,/,76.08000183,2497.55,345889.26,I, ,Normal,Halteraugasse 2/4,,/4,/4,2,2/4,Halteraugasse,236633890,10141557,10001714,,,,2,,2.0,2.0,1190,1764,1764,,POINT (48.251368624722 16.36576240341193),1764003009,2.0,G  ,207170.0,,,,AT91901,0,1,19,25036747,2008-12-10,0, ,348.95,2518.54,345908.56,
